Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
4716	-428.774	-584.8785	156.1046	0.00133699	0.0225803	0.00455535	0.00627528	0.00065217	0.0107454	0.000933839	0.0319154	0.0432265	0.0245112	0.000760994	0.0250088	0.0568267	0.0060109	0.0182316	0.0186929	0.00689458	0.0200989	0.0259105	0.0129391	0.0180591	0.00935172	0.0120952	0.00428893	0.00301203	0.0428323	0.00907487	7.77361e-05	0.00216052	0.011411	0.0174314	0.00127464	0.00163618	0.0111292	0.0205495	0.0422947	0.00350316	0.00894771	0.00368867	0.00168417	0.0261745	0.00490315	0.00988884	0.000921873	0.0230525	0.0265477	0.0516467	0.000901132	0.0017128	0.00550629	0.0213703	0.0238028	0.0437084	0.000274065	0.0106231	0.0232628	0.0108978	0.00780318	0.0226357	0.0160354	0.00904278	0.0170302	0.0397558	0.0535647	0.0054668	0.0299155	0.0608414	0.0378962	0.013771	0.00162089	0.0465166	0.0326714	0.00494686	0.0201375	0.0242819	0.0264859	0.000566496	0.00920128	0.00830922	0.000819539	0.00563874	0.169203	0.0146545	0.0110239	0.0207887	0.00235476	0.00352439	0.0084329	0.0436126	0.0108494	0.000551872	0.8443346	0.7306047	0.122454	0.359089	0.726493	1.37648	2.78483	8.16634	1.518459	0.000821372	0.0138721	0.00279854	0.00385518	0.000400656	0.00660138	0.000573698	0.019607	0.0265559	0.0150583	0.000467511	0.015364	0.0349111	0.00369275	0.0112004	0.0114838	0.00423563	0.0123476	0.015918	0.00794907	0.0110945	0.00574516	0.00743057	0.00263487	0.00185042	0.0263137	0.00557508	4.77566e-05	0.0013273	0.00701024	0.0107089	0.000783063	0.00100518	0.00683717	0.0126244	0.0259835	0.00215214	0.00549696	0.00226611	0.00103466	0.0160801	0.00301221	0.00607514	0.000566346	0.0141621	0.0163094	0.0317288	0.000553604	0.00105225	0.00338275	0.0131287	0.0146231	0.0268519	0.00016837	0.0065262	0.0142914	0.00669498	0.00479383	0.0139061	0.00985125	0.00555537	0.0104624	0.0244237	0.0329071	0.00335849	0.0183784	0.0373775	0.0232813	0.0084601	0.000995779	0.0285771	0.0200714	0.00303907	0.0123713	0.0149174	0.0162714	0.000348022	0.00565274	0.00510471	0.000503478	0.00346412	0.103948	0.00900291	0.00677243	0.0127714	0.00144663	0.00216518	0.00518069	0.0267931	0.00666524	0.000339039	1.023229	0.577833	0.422167	1.627756
4752	-429.1028	-585.5615	156.4588	0.00808511	0.0162984	0.00873655	0.000804255	0.000957293	0.00251244	0.00121373	0.0121248	0.0476957	0.00711949	0.00300871	0.000742025	0.0271618	0.00170378	0.0133289	0.00161841	0.000766552	0.0296107	0.00144556	0.010377	0.00382134	0.0148886	0.0148074	0.00353179	0.00389319	0.0367558	0.0013772	0.000437867	0.00252058	0.0104286	0.00494344	0.0065336	0.00640979	0.0198566	0.00113251	0.00686315	0.00210186	0.00518407	0.00273741	0.00447749	0.0144152	0.0151095	0.0123116	0.0011268	0.00954231	0.018142	0.0164925	0.0039633	0.002272	0.0153654	0.00487452	0.000778058	0.0235423	0.00909515	0.0139998	0.00341703	0.00138756	0.0191187	0.00726435	0.0229906	0.00638781	0.0132359	0.0188537	0.0196079	0.0109686	0.0074502	0.0728716	0.0276615	0.0092684	0.00349454	0.0370739	0.00922038	0.0362911	0.0070091	0.00965565	0.00269487	0.000223377	0.00239902	0.0147292	0.00661759	0.0017812	0.1006	0.000288892	0.00445249	0.0218821	0.0317456	0.00729468	0.00804944	0.0171178	0.00331141	0.00504581	0.6822785	0.5177714	0.0510217	0.234298	0.635886	1.57261	4.26807	19.5995	2.151495	0.0074827	0.0150841	0.00808561	0.000744332	0.000885968	0.00232525	0.00112329	0.0112214	0.044142	0.00658903	0.00278454	0.000686739	0.025138	0.00157683	0.0123358	0.00149782	0.000709438	0.0274045	0.00133785	0.00960387	0.00353662	0.0137793	0.0137042	0.00326864	0.00360312	0.0340172	0.00127458	0.000405243	0.00233278	0.00965159	0.00457511	0.0060468	0.00593221	0.0183771	0.00104813	0.00635179	0.00194525	0.00479781	0.00253345	0.00414388	0.0133412	0.0139838	0.0113943	0.00104284	0.00883133	0.0167903	0.0152637	0.00366801	0.00210272	0.0142206	0.00451133	0.000720087	0.0217882	0.00841749	0.0129567	0.00316244	0.00128418	0.0176942	0.0067231	0.0212776	0.00591186	0.0122498	0.017449	0.0181469	0.0101513	0.00689511	0.0674421	0.0256005	0.00857783	0.00323417	0.0343116	0.00853339	0.0335871	0.00648687	0.00893623	0.00249408	0.000206733	0.00222027	0.0136317	0.00612452	0.00164849	0.0931047	0.000267368	0.00412075	0.0202517	0.0293803	0.00675117	0.0074497	0.0158424	0.00306469	0.00466986	1.048586	0.658861	0.341139	1.080506
4788	-426.7575	-583.0663	156.3088	0.00100833	0.00822833	0.00565454	0.00285559	3.38587e-06	0.00464654	0.00171277	0.0106439	0.0115332	0.00227556	0.00208683	0.000109835	0.0104768	0.00314498	0.0118145	0.0143073	2.90675e-05	0.00108779	0.00185398	0.0105659	0.0016962	0.00296672	0.000631119	0.00745085	0.011256	0.0108286	0.00120989	0.00174893	0.00663673	0.00504138	0.000622552	0.00132204	0.00138696	0.00545121	0.0016131	0.00947785	0.00523779	0.00820878	1.35659e-05	0.00402812	0.00808878	0.00581067	0.008394	0.00177948	0.00845316	0.0124689	0.017354	0.00902517	0.00525451	0.00488258	0.00376289	0.000255613	0.0105341	0.000916666	0.00174819	0.00309444	5.64119e-05	0.0088652	0.00122396	0.000201776	0.000974479	0.00801996	0.00505988	0.000360794	0.00853932	0.00747039	0.0375188	0.0276856	0.00211524	0.00581914	0.00341608	0.0118168	0.00430876	0.00797093	0.00192235	0.0016204	0.00148416	0.000580194	0.00242062	0.012178	0.00397278	0.0672959	0.00152294	0.0023857	0.00337194	0.00143842	0.00677389	0.00139316	0.0093321	0.012379	0.00126176	0.8071772	0.676695	0.0336972	0.191383	0.59699	1.67507	5.22512	29.6761	2.45145	0.00178324	0.0145519	0.0100001	0.00505015	5.98794e-06	0.00821745	0.00302905	0.0188239	0.0203966	0.00402436	0.00369057	0.000194244	0.0185283	0.00556192	0.0208942	0.0253026	5.14062e-05	0.00192377	0.00327878	0.0186859	0.00299975	0.00524668	0.00111614	0.0131769	0.0199064	0.0191506	0.0021397	0.00309301	0.0117371	0.00891572	0.00110099	0.00233805	0.00245286	0.00964053	0.00285279	0.0167617	0.00926308	0.0145173	2.39915e-05	0.00712377	0.0143051	0.0102762	0.0148449	0.00314703	0.0149495	0.0220514	0.0306906	0.0159611	0.00929266	0.0086349	0.00665471	0.000452055	0.0186297	0.00162113	0.00309169	0.00547255	9.9765e-05	0.0156782	0.00216459	0.000356843	0.00172338	0.0141834	0.00894844	0.000638069	0.0151019	0.0132115	0.0663524	0.0489623	0.00374083	0.0102912	0.00604137	0.0208981	0.00762009	0.0140967	0.0033997	0.00286569	0.00262474	0.00102608	0.00428089	0.021537	0.00702591	0.119014	0.00269333	0.00421914	0.00596331	0.00254386	0.0119797	0.00246382	0.0165039	0.0218924	0.00223144	1.028934	0.596411	0.403589	0.5654477
4824	-446.5397	-602.7453	156.2056	0.00142735	0.0247711	0.00351012	0.0171357	8.75859e-05	0.00532759	0.0159604	0.0130988	0.00273434	0.00512232	0.00456867	0.00330117	0.0313605	0.00224842	0.00492246	0.00323609	0.00338215	0.0155687	0.0273727	0.0104196	0.00670843	0.0169911	0.0162399	0.00344177	0.020407	0.00618587	0.00801298	0.000190678	0.00779797	0.00145968	0.0017716	0.00532504	0.00296126	0.00885541	0.00161194	0.0181641	0.0113311	0.0160243	0.00339825	0.00251124	0.0039625	0.00221954	0.0045147	0.004023	0.010268	0.0084305	0.0161431	0.00833061	0.0435026	0.00832312	0.00167833	0.0210237	0.00049906	0.0056599	0.00405596	0.0153553	0.00370861	0.00198346	0.00968583	4.20532e-06	0.0427232	0.00244908	0.021981	0.00817716	0.0101569	0.0228255	0.00814946	0.0144328	0.0132002	0.022433	0.00187357	0.0163587	0.0113514	0.00661741	0.0154985	0.0557234	0.00973337	0.0372285	0.0104725	0.0952306	0.00887839	0.0126368	0.00589589	0.00590563	0.00306839	0.000901925	0.0317628	0.0101281	0.000527524	0.00136624	0.0459794	0.9497012	0.90422	0.0724022	0.277906	0.670666	1.49105	3.59834	13.8117	1.898431	0.0013192	0.0228942	0.00324415	0.0158373	8.09493e-05	0.00492391	0.014751	0.0121062	0.00252715	0.00473419	0.00422249	0.00305104	0.0289843	0.00207805	0.00454948	0.00299088	0.00312587	0.014389	0.0252986	0.0096301	0.00620011	0.0157036	0.0150094	0.00318098	0.0188607	0.00571715	0.00740582	0.00017623	0.0072071	0.00134907	0.00163737	0.00492155	0.00273688	0.00818441	0.0014898	0.0167878	0.0104725	0.0148101	0.00314075	0.00232096	0.00366226	0.00205136	0.00417261	0.00371817	0.00948997	0.0077917	0.0149199	0.00769938	0.0402063	0.00769246	0.00155116	0.0194307	0.000461245	0.00523103	0.00374863	0.0141918	0.0034276	0.00183316	0.00895191	3.88667e-06	0.039486	0.00226351	0.0203154	0.00755756	0.00938725	0.0210959	0.00753195	0.0133392	0.0122	0.0207332	0.0017316	0.0151192	0.0104913	0.00611599	0.0143242	0.0515011	0.00899585	0.0344076	0.00967894	0.0880148	0.00820565	0.0116793	0.00544914	0.00545815	0.00283589	0.000833584	0.029356	0.00936065	0.000487552	0.00126272	0.0424954	1.007389	0.525149	0.474851	1.081984
4860	-441.722	-597.7701	156.048	0.000483446	0.0282991	0.00638805	0.00225384	4.66815e-05	0.00748974	0.00428727	0.0062098	0.00384465	0.00131284	0.000826543	0.000335276	0.0122789	0.000358365	0.00341625	0.0239807	0.000931072	0.00670047	0.00342307	0.00440619	0.0223001	0.00109476	0.00110646	0.00803396	0.00871196	0.00460301	0.00177181	0.000214416	0.00582197	0.0087636	0.00969169	0.00369535	0.00545933	0.00866301	0.000685631	0.0021862	0.0041585	0.0107384	0.00485831	0.00349912	0.00354442	0.00444598	6.35478e-05	0.00771056	0.00476554	0.00226411	0.0180205	0.00809508	0.00403174	0.00689964	0.00151928	0.0332196	0.00204956	0.00133092	0.00583129	0.00436801	0.0105575	0.00228237	0.0127289	3.25815e-05	0.0461856	0.00683949	0.0250509	0.00655973	0.0191311	0.00799834	0.00578517	0.0208334	0.0109591	0.0227896	0.000674395	0.0150087	0.00270423	0.00316649	0.0149484	0.00295282	0.0104893	0.0104895	0.00232954	0.0488552	4.14692e-05	0.00455355	0.00338387	0.00137388	0.00076436	0.000274773	0.00686487	0.00733008	0.00547624	0.00679105	0.0169399	1.047903	1.100626	0.0486859	0.229004	0.631368	1.58386	4.36673	20.5398	2.185379	0.000686093	0.0401613	0.00906575	0.00319858	6.62491e-05	0.0106292	0.00608437	0.00881277	0.00545622	0.00186314	0.00117301	0.000475815	0.0174258	0.000508582	0.00484825	0.0340328	0.00132135	0.00950911	0.00485793	0.00625314	0.0316477	0.00155366	0.00157025	0.0114016	0.0123638	0.00653247	0.0025145	0.000304293	0.00826238	0.0124371	0.0137542	0.00524434	0.00774773	0.0122943	0.000973029	0.00310259	0.00590163	0.0152396	0.00689477	0.00496585	0.00503014	0.00630962	9.01852e-05	0.0109426	0.00676313	0.00321316	0.0255742	0.0114883	0.00572174	0.00979178	0.00215612	0.0471444	0.00290868	0.00188881	0.00827561	0.00619896	0.0149829	0.00323908	0.0180645	4.62388e-05	0.0655453	0.00970641	0.0355516	0.00930939	0.0271503	0.011351	0.00821015	0.0295661	0.0155528	0.0323424	0.000957083	0.0213	0.00383776	0.00449379	0.0212144	0.00419056	0.0148862	0.0148865	0.00330601	0.069334	5.88519e-05	0.00646227	0.0048023	0.00194978	0.00108476	0.00038995	0.00974243	0.0104026	0.00777173	0.00963767	0.0240406	0.9930626	0.476048	0.523952	0.7046362
4896	-430.7591	-586.6313	155.8722	0.000764327	0.0277222	0.00872781	0.00738049	0.00255404	0.00297817	0.0032871	0.00827813	0.0292333	0.00123872	0.0049866	0.00144939	0.0160861	0.000831193	0.00811632	0.0154236	0.000350252	0.0134958	0.0130108	0.00637199	0.0114895	0.0066801	0.0033939	0.00814303	0.0186768	0.00473904	0.00172659	0.00939772	0.00774598	0.00632824	0.00434823	0.00718709	0.00105888	0.0028587	0.00315484	0.0269871	0.00612195	0.00616063	0.00595514	0.00338521	0.000542106	0.00434267	0.000682904	0.000862548	0.00579828	0.0144295	0.0290782	0.00376369	0.0296888	0.00806085	0.000642641	0.0544012	0.00271444	0.00617282	0.00515567	0.00643666	0.000297404	0.00649592	0.00420838	0.00136717	0.00226868	0.0125828	0.0159316	0.000378303	0.0572315	0.00873485	0.00185413	0.0254402	0.0107691	0.00590557	0.000472706	0.0141538	0.000151299	0.0119482	0.00382218	0.00778127	0.0146958	0.00719389	0.000721347	0.0325359	0.00387063	0.00236679	0.0135217	0.00560565	6.03862e-05	0.0105579	0.00955879	0.00384715	0.0149299	0.0089306	0.00619143	1.164702	1.394354	0.0599257	0.253419	0.651641	1.53459	3.94604	16.6873	2.035186	0.00093555	0.0339325	0.010683	0.00903385	0.0031262	0.00364534	0.00402348	0.0101326	0.0357821	0.00151622	0.0061037	0.00177408	0.0196897	0.0010174	0.00993453	0.0188788	0.000428715	0.0165191	0.0159255	0.00779944	0.0140634	0.00817657	0.0041542	0.00996722	0.0228608	0.00580067	0.00211338	0.011503	0.00948123	0.00774588	0.00532232	0.00879713	0.00129609	0.0034991	0.00386158	0.0330327	0.00749338	0.00754073	0.0072892	0.00414356	0.000663548	0.00531551	0.000835887	0.00105578	0.0070972	0.017662	0.0355923	0.00460683	0.0363397	0.00986663	0.000786604	0.0665881	0.00332253	0.00755565	0.00631063	0.00787859	0.000364028	0.00795113	0.00515114	0.00167345	0.0027769	0.0154016	0.0195005	0.00046305	0.0700525	0.0106916	0.00226949	0.0311393	0.0131816	0.00722853	0.000578601	0.0173245	0.000185193	0.0146248	0.00467842	0.00952443	0.0179879	0.00880546	0.000882942	0.0398245	0.00473772	0.00289699	0.0165508	0.00686142	7.39138e-05	0.0129231	0.0117001	0.00470898	0.0182744	0.0109312	0.00757843	0.9765444	0.417649	0.582351	0.8169809
4932	-454.2106	-610.3527	156.1421	0.000465052	0.0289983	0.00259361	0.00362656	0.0051748	0.00314708	0.0038534	0.00374985	0.0122234	0.00208176	0.00317963	0.000801908	0.0099595	0.000482081	0.00234609	0.00611377	0.00926036	0.0112361	0.00626306	0.00661419	0.0115506	0.0136698	0.00678066	0.0111465	0.0168632	9.30678e-05	0.00336989	0.0160062	0.00431415	0.00308469	0.00347574	0.000944429	0.00119829	0.0296672	0.0125476	0.0228272	0.00552864	0.00568234	0.000584913	0.00583838	0.0101563	0.0140288	0.00404293	0.000392349	0.0163924	0.00451924	0.0126309	0.00221185	0.0189369	0.00589374	0.0024211	0.0574602	0.00660982	0.00119912	0.00691056	0.00603238	0.00529901	0.0219658	0.0041765	0.0301863	0.00477658	0.00805523	0.00783583	3.91055e-05	0.0173945	0.00528533	0.00639926	0.00706141	0.00208319	0.0138987	0.00218642	0.00347946	7.07376e-05	0.011329	0.0173863	0.0140034	0.00604492	0.00995802	0.0114571	0.0579983	0.0103617	0.00104516	0.0117699	0.00506238	2.47188e-05	0.00627288	0.0186527	0.0151867	0.0369445	0.00214083	0.0179835	0.9420393	0.8904293	0.0483508	0.228234	0.630705	1.58553	4.38147	20.6822	2.190373	0.000540132	0.0336799	0.00301233	0.00421204	0.00601023	0.00365516	0.00447551	0.00435524	0.0141968	0.00241785	0.00369296	0.00093137	0.0115674	0.00055991	0.00272485	0.0071008	0.0107554	0.0130501	0.00727419	0.00768201	0.0134154	0.0158767	0.00787535	0.012946	0.0195856	0.000108093	0.00391393	0.0185903	0.00501065	0.00358269	0.00403687	0.0010969	0.00139174	0.0344567	0.0145733	0.0265125	0.00642121	0.00659971	0.000679343	0.00678095	0.011796	0.0162937	0.00469563	0.000455691	0.0190388	0.00524884	0.01467	0.00256894	0.0219941	0.00684524	0.00281197	0.0667367	0.00767693	0.00139271	0.00802622	0.00700627	0.00615449	0.025512	0.00485077	0.0350596	0.00554772	0.0093557	0.00910088	4.54188e-05	0.0202027	0.00613861	0.00743238	0.00820142	0.0024195	0.0161425	0.0025394	0.0040412	8.21576e-05	0.013158	0.0201932	0.0162642	0.00702083	0.0115657	0.0133068	0.0673617	0.0120346	0.00121389	0.01367	0.00587967	2.87095e-05	0.0072856	0.021664	0.0176385	0.042909	0.00248645	0.0208868	1.008525	0.52898	0.47102	0.8609978
4968	-435.55	-592.9802	157.4303	0.00186033	0.00584014	0.00218509	0.00200019	0.00196406	0.00178604	0.00803619	0.00141221	0.010902	0.00269518	0.00179378	0.00180907	0.0230084	0.00213303	0.00426167	0.0157392	0.00104005	0.00217946	0.00427041	0.00489888	0.000487527	0.00777859	0.00237175	0.00257733	0.00324399	0.00277403	0.00389525	0.00922726	0.000427257	0.00722981	0.00408572	0.000477422	0.00025142	0.0101722	0.00668872	0.00588993	0.00590466	0.00503941	0.00157033	0.00367285	0.00208721	0.00513562	0.00535545	0.00793527	0.0131263	0.017901	0.0236274	0.00209189	0.00981151	0.00251334	0.00313176	0.0218445	0.0154352	0.000126356	0.000612502	0.00709501	0.00168143	0.0134694	0.00602532	0.0161559	0.000518894	0.00279453	0.00449535	0.000252507	0.00529414	0.00473746	0.00413569	0.0106991	0.0017869	0.00722849	0.00144979	0.00850058	0.000238123	0.00838033	0.00769773	0.00119496	0.00210161	0.00628799	0.0116109	0.0451754	0.0179021	0.000968352	0.000531299	0.00631288	0.000212895	0.0104687	0.017673	0.0102104	0.0266382	0.00222692	0.00796291	0.3057696	0.180477	0.0417673	0.212509	0.616814	1.62123	4.70567	23.9422	2.296208	0.00312959	0.00982476	0.00367593	0.00336487	0.0033041	0.00300462	0.0135191	0.00237574	0.0183401	0.00453406	0.00301764	0.00304337	0.0387065	0.00358836	0.00716932	0.0264777	0.00174965	0.00366647	0.00718403	0.00824129	0.000820157	0.0130858	0.00398995	0.0043358	0.0054573	0.0046667	0.00655291	0.0155228	0.000718766	0.0121626	0.00687333	0.000803157	0.000422959	0.0171125	0.0112523	0.00990851	0.00993329	0.0084777	0.00264174	0.00617877	0.00351127	0.00863954	0.00900937	0.0133493	0.0220822	0.0301145	0.0397479	0.00351915	0.0165057	0.00422815	0.00526851	0.0367486	0.0259663	0.000212566	0.0010304	0.0119358	0.00282863	0.0226592	0.0101363	0.0271787	0.000872925	0.00470118	0.00756245	0.000424787	0.00890622	0.00796973	0.0069574	0.0179989	0.00300607	0.0121603	0.00243895	0.0143004	0.000400589	0.0140981	0.0129497	0.00201026	0.0035355	0.0105782	0.0195328	0.0759977	0.0301164	0.00162904	0.000893793	0.01062	0.00035815	0.0176113	0.029731	0.0171768	0.044813	0.0037463	0.0133958	1.112646	0.847115	0.152885	0.5944313
5004	-432.8691	-589.3768	156.5076	0.00462105	0.00051275	0.00250471	0.00493045	0.000901115	0.00124145	0.00464144	0.000364453	0.0152876	0.000982003	0.000699468	0.00384833	0.0091271	0.00187488	0.00269198	0.00194868	0.00133435	0.00186111	0.00029694	0.00558574	0.000593854	0.00202459	0.00168882	0.00267573	0.00292536	0.0154293	0.000539709	0.00057174	0.00107309	0.000705017	0.00279296	0.00124722	0.000348986	0.00859897	0.00741203	0.00889053	0.00220355	0.00149008	0.000212176	0.00364362	0.00293154	0.00141637	0.00675677	0.000819103	0.00256234	0.0200055	0.00859707	0.00220241	0.00133937	0.0115306	0.00127603	0.023117	0.00904812	0.000754557	0.00221871	0.00168938	0.000529503	0.00797227	0.00433472	0.00657171	0.000785615	0.00511249	0.00854098	7.58493e-05	0.00638325	0.000100781	0.00350591	0.0107582	0.000571913	0.0018526	0.00214347	0.0117271	0.000351844	0.000405043	0.0111167	0.00148406	0.000328163	0.0023992	0.00698263	0.0609368	0.0149132	0.00388196	0.00021526	0.00264202	0.000148034	0.00119246	0.00899503	0.00338628	0.00737999	0.00623272	0.00113032	0.6113072	0.4402033	0.0268734	0.171387	0.576786	1.73374	5.83476	37.2115	2.615064	0.0107049	0.00118781	0.00580228	0.0114217	0.00208748	0.00287588	0.0107521	0.000844275	0.0354145	0.00227486	0.00162035	0.00891486	0.0211434	0.00434327	0.00623612	0.00451423	0.00309109	0.00431136	0.000687877	0.0129397	0.00137569	0.00469008	0.00391224	0.00619846	0.00677676	0.0357428	0.00125026	0.00132447	0.00248586	0.00163321	0.00647004	0.00288926	0.000808445	0.01992	0.0171704	0.0205954	0.00510465	0.00345184	0.000491518	0.00844065	0.00679106	0.0032811	0.0156524	0.0018975	0.00593579	0.0463438	0.0199156	0.00510199	0.00310272	0.0267112	0.00295599	0.0535517	0.0209604	0.00174797	0.00513975	0.00391353	0.00122662	0.0184682	0.0100416	0.0152237	0.00181992	0.0118433	0.0197856	0.000175709	0.0147871	0.000233464	0.00812163	0.024922	0.00132487	0.00429164	0.00496545	0.0271664	0.000815065	0.000938303	0.0257525	0.00343791	0.000760206	0.00555787	0.0161756	0.141163	0.0345471	0.00899276	0.00049866	0.00612038	0.000342929	0.00276239	0.0208375	0.00784449	0.0170961	0.0144384	0.00261844	1.060091	0.694346	0.305654	0.4316759
5040	-435.6448	-591.8186	156.1738	0.00966218	0.0220758	0.024143	0.00649213	0.00644597	0.00567425	0.055074	0.0309652	0.0207575	0.00457038	0.00382731	0.012662	0.0133541	0.00146654	0.0100034	0.00741854	0.00758371	0.035999	0.0213744	0.0234454	0.0110751	0.00131359	0.00274538	0.0200094	0.00222873	0.00809324	2.83898e-05	0.00214872	0.0100124	0.0073049	0.0116621	0.0018336	0.0132148	0.00566378	0.00360879	0.00125138	0.0308046	0.026607	0.00068058	0.00267439	0.0107057	0.0168616	0.00323031	0.0122489	0.0053624	0.0155643	0.0236193	0.0283063	0.0622124	0.0178736	0.000199532	0.00132556	0.00721415	0.0115041	0.0253469	0.00462936	0.0330786	0.0120447	0.0125525	0.0491019	0.0173331	0.00095052	0.0268427	0.0167622	0.00164009	0.0117843	0.00874213	0.00170059	0.0673349	0.010843	0.0163334	0.137865	0.00399868	0.0130571	0.0172476	0.0127466	0.00155521	0.000918127	0.0233084	0.017027	0.0502074	0.0235286	0.0112114	0.0036288	0.0235191	0.00630524	0.0351224	0.02722	0.0274482	0.00270308	0.0410463	0.8060414	0.6750999	0.0957232	0.318449	0.699774	1.42903	3.14022	10.4468	1.696532	0.00644631	0.0147283	0.0161075	0.00433135	0.00430056	0.00378569	0.0367437	0.020659	0.0138488	0.00304922	0.00255347	0.0084477	0.00890947	0.000978428	0.00667399	0.00494942	0.00505962	0.0240174	0.0142604	0.0156421	0.00738899	0.000876384	0.00183163	0.0133497	0.00148694	0.00539956	1.89408e-05	0.00143356	0.00667994	0.0048736	0.00778057	0.00122332	0.00881652	0.0037787	0.00240767	0.000834884	0.0205519	0.0177514	0.000454062	0.00178427	0.00714251	0.0112495	0.00215517	0.00817211	0.00357763	0.010384	0.0157581	0.0188851	0.0415062	0.0119247	0.000133121	0.000884374	0.00481306	0.00767518	0.0169107	0.00308857	0.022069	0.00803583	0.00837463	0.0327593	0.0115641	0.000634158	0.0179086	0.0111832	0.00109422	0.00786211	0.00583249	0.00113458	0.0449238	0.00723412	0.0108971	0.0919796	0.0026678	0.00871132	0.0115071	0.00850414	0.00103759	0.000612546	0.0155507	0.0113599	0.0334968	0.0156975	0.0074799	0.00242102	0.0156912	0.00420666	0.0234326	0.0181604	0.0183126	0.00180341	0.0273848	1.029109	0.596979	0.403021	1.498869
